foo,Varenavn,Volum,Pris,Literpris,Varetype,Fylde,Friskhet,Garvestoffer,Bitterhet,Sodme,Land,Distrikt,Underdistrikt,Alkohol,Sukker,Produsent,Emballasjetype,Vareurl,
,Bussola Valpolicella Classico 2012,0.75,179.9,239.9,Rødvin,9,0,6,0,0,Italia,Veneto,Valpolicella,12,Ukjent,Az. Agr. Tommaso Bussola,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3429701,
,Sartori Regolo 2010,0.75,149.9,199.9,Rødvin,8,8,7,0,0,Italia,Veneto,Øvrige,13.5,Ukjent,Casa Vin. Sartori,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3430001,
,Orzada Carignan 2011,0.75,154.9,206.5,Rødvin,9,0,8,0,0,Chile,Maule,,14.5,Ukjent,Odfjell Vineyards,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3430401,
,Vigna San Pietro Barolo 2007,0.75,339.9,453.2,Rødvin,9,0,8,0,0,Italia,Piemonte,Barolo,15,2,Ten. Rocca,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3432601,
,Innocenti Chianti Colli Senesi 2009,0.75,147,196,Rødvin,7,0,6,0,0,Italia,Toscana,Chianti Colli Senesi,13.5,Ukjent,V. Innocenti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3433801,
,Innocenti Rosso di Montepulciano 2009,0.75,147,196,Rødvin,7,0,7,0,0,Italia,Toscana,Rosso di Montepulcia,14,Ukjent,V. Innocenti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3433901,
,Hirsch Grüner Veltliner Heiligenstein 2013,0.75,169.9,226.5,Hvitvin,7,8,0,0,1,Østerrike,Niederösterreich,kamptal,12,5.9,Weing. Hirsch,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3434601,
,San Clemente Montepulciano 2010,0.75,299.9,399.9,Rødvin,8,0,7,0,0,Italia,Abruzzo,Øvrige,14.5,Ukjent,Zaccagnini,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3434801,
,Ratti Barbera d'Alba 2013,0.75,159.9,213.2,Rødvin,8,8,7,0,0,Italia,Piemonte,Barbera d'Alba,13,1.6,Renato Ratti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3434901,
,Ratti Barolo Marcenasco Conca 2009,0.75,399.9,533.2,Rødvin,11,0,10,0,0,Italia,Piemonte,Barolo,14.5,1.2,Renato Ratti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3435101,
,Riesling Zöbing 2012,0.75,184.9,246.5,Hvitvin,7,7,0,0,2,Østerrike,Niederösterreich,kamptal,12.5,5,Weing. Hirsch,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3435301,
,Dom. de Pierredon 2009,0.75,149.9,199.9,Rødvin,8,0,7,0,0,Frankrike,Rhône Sør,Côtes du Rhône,14,Ukjent,Vign. d'Eztezargues,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3435601,
,Willi Schaefer Graacher Domprobst Riesling Auslese 2009,0.75,369.9,493.2,Hvitvin,9,8,0,0,3,Tyskland,Mosel,Øvrige,7.5,90,Weing. Willi Schaefer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3436301,
,Armador Cabernet Sauvignon 2011/2013,0.75,109.9,146.5,Rødvin,8,7,8,0,0,Chile,Maipo,Øvrige,13,2.8,Odfjell Vineyards,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3438701,
,Stella Artois,0.33,34.8,105.4,Øl,0,0,0,0,0,Belgia,Øvrige,Øvrige,5,Ukjent,Interbrew,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3439602,
,Glenfiddich Gran Reserva 21 Y.O.,0.7,1389.9,1985.6,Whisky,0,0,0,0,0,Skottland,Speyside,Øvrige,40,Ukjent,William Grant & Sons,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3440001,
,Cuvée Margot Bourgogne Rouge 2011,0.75,199.9,266.5,Rødvin,7,0,5,0,0,Frankrike,Burgund,Bourgogne,12.5,Ukjent,Olivier Leflaive Frères,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3446301,
,Ch. Verdignan 2000,0.75,239.9,319.9,Rødvin,8,0,7,0,0,Frankrike,Bordeaux,Haut-Médoc,13,2,,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3448201,
,Loosen Graacher Himmelreich Riesling Kabinett 2011,0.75,100.7,134.3,Hvitvin,4,8,0,0,5,Tyskland,Mosel,Øvrige,8.5,45,Dr. Loosen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3448601,
,Aliara 2010,0.75,249.9,333.2,Rødvin,9,0,6,0,0,Chile,Maipo,Øvrige,14,Ukjent,Odfjell Vineyards,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3448701,
,Caiano Chianti Classico Riserva 2004,1.5,487.5,325,Rødvin,8,0,7,0,0,Italia,Toscana,Chianti Classico,13.5,Ukjent,Caiano,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3448905,
,Quinta do Cachão Douro Touriga Nacional 2008,0.75,228,304,Rødvin,8,0,7,0,0,Portugal,Douro,Øvrige,14,Ukjent,Vinhos Messias,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3449001,
,Crémant de Loire Langlois,0.75,202.9,270.5,Musserende Vin,6,7,0,0,1,Frankrike,Loire,Øvrige,12.5,10,Langlois-Château,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3449201,
,Comte Lafond Sancerre 2013,0.75,253.9,338.5,Hvitvin,7,9,0,0,1,Frankrike,Loire,Sancerre,12.5,2,Ladoucette,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3452401,
,Régnard Chablis 2012,0.75,242.5,323.3,Hvitvin,8,8,0,0,1,Frankrike,Burgund,Chablis,12.5,1.3,Régnard,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3452501,
,Régnard Chablis 1. Cru Vaillons 2011,0.75,299,398.7,Hvitvin,8,8,0,0,1,Frankrike,Burgund,Chablis,13,1.5,Régnard,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3452601,
,Hugel Gewurztraminer Jubilée 2008,0.75,291.9,389.2,Hvitvin,8,6,0,0,2,Frankrike,Alsace,Øvrige,14,12,Hugel & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3453001,
,Hugel Riesling Tradition 2008,0.75,237.5,316.7,Hvitvin,7,8,0,0,1,Frankrike,Alsace,Øvrige,12,6,Hugel & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3453101,
,Hugel Pinot Gris Tradition 2011,0.75,213.5,284.7,Hvitvin,8,8,0,0,1,Frankrike,Alsace,Øvrige,14,3.5,Hugel & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3453201,
,Gentil Hugel 2012,0.75,124.8,166.4,Hvitvin,7,8,0,0,2,Frankrike,Alsace,Øvrige,12.5,0.8,Hugel & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3453301,
,Baron de Ley Reserva 2008,0.75,159.5,212.7,Rødvin,8,8,7,0,0,Spania,Rioja,Øvrige,13.5,1.8,Baron de Ley,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3455001,
,El Coto Blanco 2012,0.75,137.9,183.9,Hvitvin,6,8,0,0,1,Spania,Rioja,Øvrige,12,2,El Coto de Rioja,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3455101,
,El Coto Crianza 2010,0.75,120.5,160.7,Rødvin,7,8,7,0,0,Spania,Rioja,Øvrige,13,4,El Coto de Rioja,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3455201,
,Lapponia Mustikka,0.5,175,350,Likør under 22 %,0,0,0,0,0,Finland,Øvrige,Øvrige,21,320,V&S Finland,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3455302,
,Laurent-Perrier Brut,0.75,352.5,470,Musserende Vin,6,9,0,0,2,Frankrike,Champagne,,12,10.9,Laurent-Perrier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3456101,
,Larsen Arctic X.O.,0.7,939.9,1342.7,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,Ukjent,Larsen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3456301,
,Gran Feudo Chardonnay 2012,0.75,119.8,159.7,Hvitvin,8,6,0,0,1,Spania,Øvrige,Øvrige,13,Ukjent,Bod. Julián Chivite,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3458101,
,Chivite Colección 125 Reserva 2009,0.75,269.9,359.9,Rødvin,9,0,6,0,0,Spania,Navarra,Øvrige,14,Ukjent,Bod. Julián Chivite,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3458201,
,Domìni Veneti Valpolicella Classico Superiore 2011,0.75,108.9,145.2,Rødvin,6,7,6,0,0,Italia,Veneto,Valpolicella,12,0.4,Cant. di Valpolicella,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3460701,
,Viña Tondonia Reserva 2002,0.75,269.9,359.9,Rødvin,7,0,5,0,0,Spania,Rioja,Øvrige,13,1.5,Lopez de Heredia,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3461001,
,Bolla Soave Classico 2013,0.75,109.9,146.5,Hvitvin,6,8,0,0,1,Italia,Veneto,Soave,12,5,F.lli Bolla,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3461901,
,Bolla Valpolicella Classico 2011,0.75,119.9,159.9,Rødvin,6,8,5,0,0,Italia,Veneto,Valpolicella,12,4.5,F.lli Bolla,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3462001,
,Bolla Amarone Valpolicella Classico 2009,0.75,299.9,399.9,Rødvin,10,6,7,0,0,Italia,Veneto,Valpolicella,16,7,F.lli Bolla,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3462201,
,Hardy X.O. Fine Champagne,0.7,553.1,790.1,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,14.4,A. Hardy,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3462501,
,Marchese Antinori Riserva 2010,0.75,219.9,293.2,Rødvin,9,0,9,0,0,Italia,Toscana,Øvrige,14,Ukjent,March. Antinori,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3462601,
,Ch. Coufran 2005,0.75,239.9,319.9,Rødvin,8,8,8,0,0,Frankrike,Bordeaux,Haut-Médoc,13.5,2,,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3463701,
,De Luze V.S.,0.5,264.9,529.8,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,Ukjent,De Luze,PET,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3463902,
,Fèlsina Berardenga Chianti Classico 2011,0.75,149.9,199.9,Rødvin,8,8,8,0,0,Italia,Toscana,Chianti Classico,12.5,Ukjent,Fatt. di Felsina,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3465401,
,Larsen Dark Blue Limoges Viking Ship,0.7,1449.9,2071.3,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,Ukjent,Larsen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3466401,
,Larsen Golden Sculpture Limoges Viking Ship,0.7,1449.9,2071.3,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,Ukjent,Larsen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3466501,
,Larsen Ruby Limoges Viking Ship,0.7,1749.9,2499.9,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,9,Larsen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3466601,
,Tommasi Amarone Monte Masua Valpolicella Classico Il Sestante 2010/2011,0.75,299.9,399.9,Rødvin,10,9,8,0,0,Italia,Veneto,Amarone della Valpol,15,6.4,Il Sestante,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3467201,
,"Ruinart Rosé, Brut",0.75,483.9,645.2,Musserende Vin,6,7,0,0,2,Frankrike,Champagne,Øvrige,12.5,10.6,Ruinart,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3467601,
,"Ruinart Rosé, Brut",1.5,1079.9,719.9,Musserende Vin,6,7,0,0,2,Frankrike,Champagne,Øvrige,12.5,10.6,Ruinart,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3467605,
,Zenato Amarone della Valpolicella Classico 2009,0.75,350,466.7,Rødvin,10,7,6,0,0,Italia,Veneto,Amarone della Valpol,16.5,7.2,Zenato,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3468601,
,Zenato Valpolicella Superiore Ripassa 2010,0.75,196,261.3,Rødvin,8,8,8,0,0,Italia,Veneto,Valpolicella,14,6,Zenato,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3468701,
,Zenato Valpolicella Superiore Ripassa 2009,1.5,539,359.3,Rødvin,8,7,7,0,0,Italia,Veneto,Valpolicella,14,6,Zenato,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3468705,
,Zenato Valpolicella Classico Superiore 2011,0.75,149,198.7,Rødvin,8,8,8,0,0,Italia,Veneto,Valpolicella,13.5,1.9,Zenato,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3468801,
,Frapin V.I.P. X.O.,0.7,1249,1784.3,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Grande Champagne,40,Ukjent,Frapin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3475401,
,Sancerre La Bourgeoise 2011,0.75,239,318.7,Hvitvin,9,4,0,0,1,Frankrike,Loire,Sancerre,12.5,5,Dom. Henri Bourgeois,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3476601,
,Two Fingers Tequila,0.7,359.9,514.1,Fruktbrennevin,0,0,0,0,0,USA,Øvrige,Øvrige,38,Ukjent,Heaven Hill Dist.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3478101,
,Lugny Crémant de Bourgogne Brut,0.75,169.9,226.5,Musserende Vin,7,8,0,0,2,Frankrike,Burgund,Bourgogne,11.5,12,Cave de Lugny,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3478301,
,Loosen Riesling Kabinett 2012,0.75,89.9,119.9,Hvitvin,5,8,0,0,4,Tyskland,Mosel,Øvrige,8,33.7,Dr. Loosen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3478401,
,Palmer Blanc de Blanc Brut 2008,0.75,359.9,479.9,Musserende Vin,8,10,0,0,2,Frankrike,Champagne,Øvrige,12,11,Palmer & Co.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3480501,
,Rolly Gassmann Sylvaner 2010,0.75,150.3,200.4,Hvitvin,6,8,0,0,2,Frankrike,Alsace,Øvrige,12,18,Dom. Rolly Gassmann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3482501,
,Dagueneau Clos de Chaudoux Pouilly-Fumé 2010,0.75,207.9,277.2,Hvitvin,9,9,0,0,1,Frankrike,Loire,Pouilly-Fumé,13,2,Serge Dagueneau,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3487701,
,"Bollinger Spécial Cuvée, Brut",6,4865.5,810.9,Musserende Vin,8,8,0,0,2,Frankrike,Champagne,Øvrige,12,11.2,Bollinger,Glassflaske over eller lik 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3487907,
,Bollinger R.D. 2002,0.75,1459.5,1946,Musserende Vin,8,8,0,0,2,Frankrike,Champagne,Øvrige,12,7.4,Bollinger,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3488501,
,Monmousseau Brut Etoile,0.75,134.9,179.9,Musserende Vin,4,6,0,0,2,Frankrike,Loire,Øvrige,12,9.8,J.M. Monmousseau,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3488901,
,Masi Levarìe Soave Classico 2013,0.75,109.9,146.5,Hvitvin,6,7,0,0,1,Italia,Veneto,Soave,12,2.2,Masi Agr.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3489001,
,Duboeuf Beaujolais Village 2012,0.75,129.9,173.2,Rødvin,6,7,6,0,0,Frankrike,Burgund,Beaujolais-Villages,12.5,1.8,Georges Duboeuf,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3490601,
,Vidal-Fleury Crozes-Hermitage 2010/2011,0.75,182.5,243.3,Rødvin,9,8,8,0,0,Frankrike,Rhône Nord,Crozes Hermitage,13,2,J. Vidal-Fleury,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3492201,
,Meukow V.S.,0.7,394.9,564.1,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,12,A.C. Meukow,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3492301,
,Meukow V.S.,0.05,54.9,1098,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,12,A.C. Meukow,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3492303,
,Rancia Chianti Classico Riserva 2007,0.75,275.4,367.2,Rødvin,10,0,9,0,0,Italia,Toscana,Chianti Classico,14,Ukjent,Fatt. di Felsina,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3495001,
,Otard V.S.O.P.,3,2159.9,720,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Øvrige,40,Ukjent,Ch. de Cognac,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3495107,
,Hansen Golden Rum,0.7,324.9,464.1,Rom,0,0,0,0,0,Tyskland,Øvrige,Øvrige,37.5,4,Hansen Caribbean Rum Comp.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3495201,
,Bonterra Organically Grown Zinfandel 2010,0.75,179.9,239.9,Rødvin,11,0,8,0,0,USA,California,Øvrige,14.5,0.1,Fetzer Vineyards,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3495801,
,Bache-Gabrielsen Hors d'Age,0.7,1995,2850,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Grande Champagne,40,Ukjent,Bache-Gabrielsen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3496001,
,Latour Aloxe Corton 2012,0.75,469,625.3,Rødvin,8,8,6,0,0,Frankrike,Burgund,Aloxe-Corton,13.5,0.6,Maison Louis Latour,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3496801,
,Ch. de Montifaud V.S.O.P.,0.7,437.5,625,Druebrennevin,0,0,0,0,0,Frankrike,Cognac Tradisjonell,Petite Champagne,40,1,Ch. de Montifaud,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3497501,
,Ch. Vieux Moulin 2007,0.75,144.8,193.1,Rødvin,8,0,8,0,0,Frankrike,Bordeaux,Médoc,13,2,La Cave Grand Listrac,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3497901,
,Nipozzano Chianti Rufina Riserva 2010/2011,0.75,159.9,213.2,Rødvin,8,8,8,0,0,Italia,Toscana,Chianti Rufina,13.5,1.8,March. de Frescobaldi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3498301,
,Domìni Veneti Amarone della Valpolicella Classico 2010,0.75,226.9,302.5,Rødvin,9,8,8,0,0,Italia,Veneto,Amarone della Valpol,15,6.9,Negrar,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3499801,
,Finis Terrae 2009,0.75,227.9,303.9,Rødvin,9,0,6,0,0,Chile,Maipo,Øvrige,14,Ukjent,Cousiño-Macul,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3576201,
,Père Magloire 20 Ans d'Age Calvados,0.5,785,1570,Fruktbrennevin,0,0,0,0,0,Frankrike,Calvados,Øvrige,40,2,Debrise Dulac,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3646202,
,Sancerre Rouge La Croix du Roy 2009,0.75,199.8,266.4,Rødvin,9,0,7,0,0,Frankrike,Loire,Sancerre,13,Ukjent,Dom. Lucien Crochet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3750001,
,Henri Bourgeois Pouilly-Fumé En Travertin 2013,0.75,150,200,Hvitvin,9,4,0,0,1,Frankrike,Loire,Pouilly-Fumé,12.5,6,Dom. Henri Bourgeois,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3750801,
,Baron de Chirel Reserva 2006,0.75,399.9,533.2,Rødvin,10,0,9,0,0,Spania,Rioja,Øvrige,14,Ukjent,Marq. de Riscal,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3751301,
,Torres 20 Imperial Brandy Hors d'Age,0.7,477,681.4,Druebrennevin,0,0,0,0,0,Spania,Øvrige,Øvrige,40,Ukjent,Miguel Torres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3751401,
,Gran Torres Liquor,0.5,305,610,Likør,0,0,0,0,0,Spania,Øvrige,Øvrige,39,Ukjent,Miguel Torres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3751902,
,Negri Valtellina Superiore Riserva 2009,0.75,189.9,253.2,Rødvin,7,0,7,0,0,Italia,Lombardia,Valtellina,13.5,1.6,Negri,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3755501,
,Serristori Sangiovese di Toscana 2011,0.75,149.9,199.9,Rødvin,5,0,6,0,0,Italia,Toscana,Øvrige,12.5,3,Conti Serristori,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3755601,
,Le Caleselle Valpolicella Classico 2011,0.75,159.9,213.2,Rødvin,6,0,5,0,0,Italia,Veneto,Valpolicella,12.5,Ukjent,Santi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3755701,
,Solane Valpolicella Classico Sup Rip 2010,0.75,171.9,229.2,Rødvin,8,8,8,0,0,Italia,Veneto,Valpolicella,13.5,6.5,Santi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3755801,
,Conti Serristori Chianti Classico Riserva 2007,0.75,199.5,266,Rødvin,6,0,7,0,0,Italia,Toscana,Chianti Classico,13,Ukjent,Conti Serristori,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3755901,
,Porto Messias 10 Anos,0.75,245.5,327.3,Portvin,7,0,0,0,6,Portugal,Douro,Øvrige,20,107,Vinhos Messias,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3758601,
,Baron de Ley 2012,0.75,156.9,209.2,Hvitvin,6,7,0,0,1,Spania,Rioja,Øvrige,13,1.6,Baron de Ley,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3758701,
,Pasqua Primitivo Salento 2012,0.75,109.9,146.5,Rødvin,7,0,6,0,0,Italia,Puglia,Salento,13.5,3,Pasqua,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3761301,
,Villa Antinori Bianco 2013,0.75,129.9,173.2,Hvitvin,6,6,0,0,1,Italia,Toscana,Øvrige,12,Ukjent,March. Antinori,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3761601,
,Bramìto del Cervo 2010,0.75,174.9,233.2,Hvitvin,6,6,0,0,0,Italia,Umbria,Øvrige,12.5,Ukjent,March. Antinori,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3761701,
,Charles Heidsieck Brut Réserve,0.75,399.9,533.2,Musserende Vin,8,8,0,0,2,Frankrike,Champagne,Øvrige,12,10,Charles Heidsieck,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3761801,
,Fetzer White Zinfandel 2013,0.75,119.9,159.9,Rosévin,7,5,0,0,3,USA,California,,10,5.1,Fetzer Vineyards,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3764601,
,Pata Negra Gran Reserva 2005,0.75,139.9,186.5,Rødvin,6,0,7,0,0,Spania,Castilla-La Mancha,Valdepeñas,13,4,Bod. los Llanos,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3764701,
,Le MD de Bourgeois Sancerre 2013,0.75,219.5,292.7,Hvitvin,7,8,0,0,1,Frankrike,Loire,Sancerre,12.5,2,Dom. Henri Bourgeois,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3764901,
,Loosen Riesling 2012,0.75,89.4,119.2,Hvitvin,5,9,0,0,4,Tyskland,Mosel,Øvrige,8.5,46,Gebr. Loosen,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3765401,
,"Nicolas Feuillatte, Brut",0.75,324.9,433.2,Musserende Vin,8,8,0,0,2,Frankrike,Champagne,Øvrige,12,10,Nicolas Feuillatte,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3951301,
,"Nicolas Feuillatte, Brut",0.38,194.9,519.7,Musserende Vin,6,8,0,0,3,Frankrike,Champagne,Øvrige,12,10,Nicolas Feuillatte,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3951302,
,"Nicolas Feuillatte, Brut",0.2,104.9,524.5,Musserende Vin,6,8,0,0,3,Frankrike,Champagne,Øvrige,12,10,Nicolas Feuillatte,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-3951304,
